,Region,Gender,Marriage,SupportParty,confidence_level,Religon,Nationity,Color,year
2720,South_East,Female,Married,Conservative,2,Church_of_England,British,BLACK,2018
2721,Yorkshire_and_The_Humber,Female,Married,Labour,2,Non_Christian,British,BLACK,2018
2725,Scotland,Male,Married,Scottish_National_Party,0,No_religion,Scottish,BLACK,2018
2726,West_Midlands,Male,Married,Labour,2,Non_Christian,Other,BLACK,2018
2727,Wales,Female,Widowed,Labour,0,Church_of_England,Welsh,BLACK,2018
2728,London,Male,Not_married,Labour,2,Non_Christian,British,BLACK,2018
2729,South_East,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2731,Scotland,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
2734,East_Midlands,Female,Married,Labour,0,Church_of_England,English,BLACK,2018
2735,East_of_England,Female,Married,Green_Party,2,No_religion,British,BLACK,2018
2736,East_Midlands,Female,Married,Labour,2,No_religion,British,BLACK,2018
2737,South_East,Male,Married,Labour,0,Non_Christian,British,ASIAN,2018
2739,South_West,Male,Separated_after_marrying,Conservative,0,Other_Christian,British,BLACK,2018
2740,North_West,Male,Married,Conservative,2,Other_Christian,British,BLACK,2018
2741,South_East,Female,Married,Labour,2,Other_Christian,British,BLACK,2018
2743,Yorkshire_and_The_Humber,Female,Living_as_married,Conservative,2,Church_of_England,English,BLACK,2018
2746,South_East,Female,Widowed,None,2,Church_of_England,British,BLACK,2018
2747,East_Midlands,Female,Widowed,Labour,2,Roman_Catholic,British,BLACK,2018
2748,North_West,Male,Not_married,None,2,Roman_Catholic,English,BLACK,2018
2750,South_West,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
2751,East_of_England,Male,Separated_after_marrying,Green_Party,2,Other_Christian,English,BLACK,2018
2752,North_West,Female,Widowed,Labour,2,Roman_Catholic,British,BLACK,2018
2753,South_West,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2754,Yorkshire_and_The_Humber,Female,Widowed,Labour,0,No_religion,British,BLACK,2018
2755,West_Midlands,Male,Not_married,None,1,No_religion,English,BLACK,2018
2756,Scotland,Female,Separated_after_marrying,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
2757,West_Midlands,Female,Married,None,0,Roman_Catholic,English,BLACK,2018
2759,Yorkshire_and_The_Humber,Female,Widowed,Conservative,1,Other_Christian,British,BLACK,2018
2760,North_West,Female,Married,Labour,2,No_religion,British,BLACK,2018
2761,North_West,Male,Married,Conservative,2,Non_Christian,British,ASIAN,2018
2763,East_of_England,Female,Not_married,Conservative,1,No_religion,British,BLACK,2018
2764,East_of_England,Female,Not_married,None,1,Other_Christian,British,ASIAN,2018
2766,East_of_England,Female,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2018
2771,East_Midlands,Female,Married,Labour,0,No_religion,British,BLACK,2018
2772,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,2,Other_Christian,English,BLACK,2018
2775,West_Midlands,Female,Married,Labour,2,Other_Christian,English,BLACK,2018
2776,South_West,Female,Married,Conservative,2,No_religion,British,BLACK,2018
2777,South_West,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2779,London,Female,Married,Conservative,0,Other_Christian,British,ASIAN,2018
2780,London,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2781,North_West,Male,Living_as_married,Conservative,2,No_religion,British,BLACK,2018
2782,London,Male,Married,Labour,1,Non_Christian,British,BLACK,2018
2783,South_West,Male,Married,Labour,1,No_religion,English,BLACK,2018
2786,London,Male,Not_married,Conservative,0,No_religion,European,BLACK,2018
2788,London,Female,Not_married,None,2,No_religion,Other,ASIAN,2018
2789,North_West,Male,Married,None,0,Roman_Catholic,Other,BLACK,2018
2790,East_Midlands,Female,Widowed,None,1,Other_Christian,English,BLACK,2018
2791,London,Female,Separated_after_marrying,Labour,2,Roman_Catholic,British,BLACK,2018
2792,Yorkshire_and_The_Humber,Female,Not_married,Labour,0,No_religion,British,BLACK,2018
2795,South_East,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2797,East_of_England,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2018
2798,North_West,Female,Married,Labour,2,No_religion,British,BLACK,2018
2799,South_East,Female,Widowed,Conservative,0,Church_of_England,British,BLACK,2018
2800,South_West,Female,Separated_after_marrying,Labour,2,No_religion,English,BLACK,2018
2801,West_Midlands,Male,Married,UKIP,2,Church_of_England,English,BLACK,2018
2802,South_West,Male,Married,Conservative,1,Other_Christian,English,BLACK,2018
2803,London,Female,Married,Labour,2,Roman_Catholic,European,BLACK,2018
2804,East_Midlands,Male,Married,Labour,2,Church_of_England,English,BLACK,2018
2805,East_Midlands,Female,Married,Conservative,0,No_religion,Scottish,BLACK,2018
2806,London,Male,Married,None,0,No_religion,British,BLACK,2018
2807,Yorkshire_and_The_Humber,Male,Married,Labour,2,No_religion,English,BLACK,2018
2808,South_East,Male,Married,Conservative,1,Non_Christian,Other,BLACK,2018
2809,East_of_England,Male,Married,Conservative,2,Church_of_England,British,BLACK,2018
2810,Scotland,Male,Married,Scottish_National_Party,2,Non_Christian,Scottish,BLACK,2018
2811,East_of_England,Male,Separated_after_marrying,Conservative,0,No_religion,British,BLACK,2018
2812,Scotland,Male,Married,Conservative,0,Other_Christian,British,BLACK,2018
2813,South_East,Male,Married,Conservative,1,No_religion,British,BLACK,2018
2814,East_of_England,Female,Separated_after_marrying,Labour,2,No_religion,European,BLACK,2018
2815,East_Midlands,Female,Married,Labour,1,Non_Christian,British,BLACK,2018
2818,East_Midlands,Male,Married,Labour,2,Other_Christian,English,BLACK,2018
2819,London,Female,Living_as_married,Labour,0,No_religion,British,BLACK,2018
2820,East_Midlands,Male,Widowed,Labour,1,Other_Christian,British,BLACK,2018
2823,South_East,Female,Married,Conservative,0,Church_of_England,British,BLACK,2018
2824,East_Midlands,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2825,South_East,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
2826,West_Midlands,Male,Married,Conservative,2,Church_of_England,British,BLACK,2018
2827,East_Midlands,Female,Married,Conservative,0,No_religion,English,BLACK,2018
2829,North_East,Female,Widowed,Conservative,1,Other_Christian,English,BLACK,2018
2830,East_Midlands,Female,Married,other,2,Church_of_England,English,BLACK,2018
2831,South_East,Female,Not_married,Labour,0,No_religion,British,BLACK,2018
2833,Wales,Female,Not_married,None,0,No_religion,Welsh,BLACK,2018
2834,South_East,Male,Married,None,1,No_religion,English,BLACK,2018
2836,South_East,Male,Married,Conservative,1,No_religion,English,BLACK,2018
2837,North_West,Male,Married,Labour,0,No_religion,British,BLACK,2018
2839,Scotland,Male,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2018
2840,London,Male,Not_married,Labour,1,No_religion,English,ASIAN,2018
2841,South_East,Female,Widowed,Conservative,2,No_religion,English,BLACK,2018
2843,South_West,Male,Married,Labour,2,Other_Christian,English,BLACK,2018
2844,Scotland,Male,Married,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
2845,Wales,Female,Separated_after_marrying,Labour,2,Other_Christian,Welsh,BLACK,2018
2847,South_East,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2849,Scotland,Female,Widowed,Labour,0,Roman_Catholic,Scottish,BLACK,2018
2850,East_Midlands,Female,Married,Liberal_Democrat,2,No_religion,English,BLACK,2018
2852,South_West,Male,Separated_after_marrying,Labour,1,No_religion,English,BLACK,2018
2853,Scotland,Male,Married,UKIP,2,No_religion,British,BLACK,2018
2854,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2018
2855,East_Midlands,Female,Separated_after_marrying,Labour,0,No_religion,British,BLACK,2018
2858,South_East,Female,Living_as_married,Liberal_Democrat,0,Roman_Catholic,British,BLACK,2018
2859,Yorkshire_and_The_Humber,Female,Not_married,Labour,0,Other_Christian,British,BLACK,2018
2860,North_West,Female,Separated_after_marrying,Labour,0,Church_of_England,British,BLACK,2018
2862,London,Female,Not_married,Green_Party,0,No_religion,English,BLACK,2018
2863,East_of_England,Female,Separated_after_marrying,Conservative,2,No_religion,English,BLACK,2018
2864,East_Midlands,Female,Separated_after_marrying,Labour,2,No_religion,British,BLACK,2018
2865,East_Midlands,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
2866,South_West,Female,Married,Conservative,2,Church_of_England,English,BLACK,2018
2868,Wales,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2869,East_Midlands,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2870,South_East,Male,Married,None,2,Church_of_England,English,BLACK,2018
2871,North_West,Female,Married,None,0,No_religion,English,BLACK,2018
2872,North_West,Male,Not_married,Conservative,0,No_religion,English,BLACK,2018
2873,North_West,Female,Married,Labour,2,Non_Christian,British,BLACK,2018
2874,East_of_England,Female,Widowed,Conservative,2,Church_of_England,British,BLACK,2018
2875,East_of_England,Female,Married,Conservative,2,Other_Christian,English,BLACK,2018
2877,South_East,Female,Married,Conservative,2,Church_of_England,English,BLACK,2018
2878,North_East,Female,Married,Labour,0,Other_Christian,Scottish,BLACK,2018
2879,Yorkshire_and_The_Humber,Female,Married,Conservative,2,No_religion,English,BLACK,2018
2880,South_East,Female,Widowed,Conservative,2,Church_of_England,English,BLACK,2018
2882,Yorkshire_and_The_Humber,Male,Married,Conservative,1,No_religion,English,BLACK,2018
2883,South_East,Male,Living_as_married,Liberal_Democrat,1,No_religion,Other,BLACK,2018
2884,West_Midlands,Female,Married,Conservative,2,Other_Christian,British,BLACK,2018
2885,South_East,Male,Not_married,Labour,0,No_religion,European,BLACK,2018
2886,West_Midlands,Female,Married,Conservative,2,No_religion,British,BLACK,2018
2887,Yorkshire_and_The_Humber,Female,Separated_after_marrying,Conservative,2,Church_of_England,British,BLACK,2018
2888,South_West,Female,Separated_after_marrying,None,0,Church_of_England,English,BLACK,2018
2890,South_East,Female,Married,None,0,No_religion,European,BLACK,2018
2891,East_Midlands,Female,Married,Conservative,0,No_religion,English,BLACK,2018
2892,East_Midlands,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
2895,London,Male,Married,Conservative,0,No_religion,English,BLACK,2018
2896,North_West,Female,Not_married,Labour,2,Other_Christian,English,BLACK,2018
2898,London,Male,Living_as_married,Labour,0,No_religion,European,BLACK,2018
2899,South_East,Male,Married,Conservative,0,Other_Christian,British,BLACK,2018
2901,East_Midlands,Female,Widowed,Labour,2,Other_Christian,English,BLACK,2018
2902,East_of_England,Male,Widowed,Conservative,1,No_religion,British,BLACK,2018
2904,North_West,Female,Widowed,Labour,1,Church_of_England,English,BLACK,2018
2907,South_East,Male,Married,Liberal_Democrat,2,No_religion,British,BLACK,2018
2910,London,Female,Not_married,Labour,1,No_religion,British,BLACK,2018
2911,South_East,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2914,West_Midlands,Male,Married,Conservative,2,Other_Christian,English,BLACK,2018
2915,Yorkshire_and_The_Humber,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2917,North_East,Female,Widowed,Labour,1,No_religion,British,BLACK,2018
2919,East_Midlands,Female,Not_married,UKIP,2,Roman_Catholic,British,BLACK,2018
2921,East_Midlands,Male,Married,None,2,Non_Christian,Other,BLACK,2018
2922,South_West,Male,Not_married,None,2,No_religion,English,BLACK,2018
2923,East_of_England,Male,Separated_after_marrying,Labour,2,Church_of_England,British,BLACK,2018
2926,Yorkshire_and_The_Humber,Female,Widowed,Conservative,0,Roman_Catholic,British,BLACK,2018
2927,South_East,Female,Separated_after_marrying,Labour,2,Non_Christian,British,BLACK,2018
2928,South_East,Male,Married,Labour,2,Church_of_England,English,BLACK,2018
2930,East_of_England,Male,Married,Conservative,2,Church_of_England,British,BLACK,2018
2931,East_Midlands,Female,Not_married,None,1,Other_Christian,English,BLACK,2018
2933,North_West,Female,Married,Labour,2,Roman_Catholic,English,BLACK,2018
2935,Yorkshire_and_The_Humber,Female,Married,Labour,0,Other_Christian,English,BLACK,2018
2936,North_West,Female,Widowed,Conservative,1,No_religion,English,BLACK,2018
2937,East_of_England,Male,Widowed,Liberal_Democrat,2,Church_of_England,English,BLACK,2018
2939,South_West,Male,Separated_after_marrying,Conservative,1,No_religion,European,BLACK,2018
2940,Scotland,Male,Not_married,Green_Party,2,No_religion,Other,BLACK,2018
2941,West_Midlands,Male,Not_married,Conservative,2,Non_Christian,Other,ASIAN,2018
2942,South_East,Male,Married,Conservative,1,No_religion,English,BLACK,2018
2944,London,Male,Married,Conservative,2,Non_Christian,British,BLACK,2018
2945,London,Male,Married,None,1,Non_Christian,British,BLACK,2018
2946,Scotland,Male,Separated_after_marrying,UKIP,0,Other_Christian,Scottish,BLACK,2018
2947,East_of_England,Female,Married,Labour,2,Non_Christian,Other,BLACK,2018
2948,East_of_England,Female,Living_as_married,Liberal_Democrat,1,Other_Christian,European,BLACK,2018
2950,South_East,Male,Living_as_married,None,2,No_religion,English,BLACK,2018
2951,North_West,Male,Married,Labour,0,No_religion,Welsh,BLACK,2018
2952,Wales,Female,Widowed,Conservative,2,Other_Christian,Other,BLACK,2018
2953,South_East,Female,Married,Liberal_Democrat,2,No_religion,English,BLACK,2018
2954,Yorkshire_and_The_Humber,Male,Married,None,2,Other_Christian,European,BLACK,2018
2956,West_Midlands,Female,Not_married,Labour,2,No_religion,British,BLACK,2018
2957,Yorkshire_and_The_Humber,Male,Widowed,UKIP,0,Church_of_England,English,BLACK,2018
2959,South_East,Female,Married,None,2,Other_Christian,European,BLACK,2018
2960,Scotland,Male,Married,Scottish_National_Party,0,No_religion,Scottish,BLACK,2018
2962,Scotland,Female,Married,None,0,Non_Christian,British,BLACK,2018
2963,North_East,Female,Not_married,Labour,2,No_religion,English,BLACK,2018
2965,London,Female,Separated_after_marrying,Labour,0,Non_Christian,British,BLACK,2018
2966,South_East,Male,Not_married,Conservative,2,No_religion,English,BLACK,2018
2968,North_West,Female,Separated_after_marrying,Labour,0,Church_of_England,English,BLACK,2018
2969,London,Male,Not_married,Labour,0,No_religion,British,BLACK,2018
2970,London,Female,Married,Labour,2,Other_Christian,Other,BLACK,2018
2971,East_Midlands,Female,Separated_after_marrying,Labour,0,No_religion,European,BLACK,2018
2974,Scotland,Female,Widowed,Labour,2,Other_Christian,English,BLACK,2018
2975,London,Female,Not_married,Labour,2,Other_Christian,Other,BLACK,2018
2976,South_West,Male,Married,Labour,0,No_religion,British,BLACK,2018
2977,East_of_England,Female,Married,None,2,No_religion,English,BLACK,2018
2981,Yorkshire_and_The_Humber,Female,Married,Labour,2,Non_Christian,British,BLACK,2018
2982,South_East,Female,Separated_after_marrying,Green_Party,0,No_religion,British,BLACK,2018
2984,Yorkshire_and_The_Humber,Female,Living_as_married,Labour,0,No_religion,British,BLACK,2018
2985,East_Midlands,Male,Married,Conservative,2,No_religion,English,BLACK,2018
2986,West_Midlands,Female,Married,Liberal_Democrat,0,No_religion,British,BLACK,2018
2989,East_of_England,Male,Married,Conservative,2,No_religion,British,BLACK,2018
2990,South_East,Male,Living_as_married,other,0,No_religion,British,BLACK,2018
2991,Yorkshire_and_The_Humber,Female,Not_married,None,1,No_religion,British,BLACK,2018
2992,East_of_England,Male,Not_married,Labour,0,No_religion,European,ASIAN,2018
2993,East_of_England,Female,Separated_after_marrying,Conservative,0,Church_of_England,British,BLACK,2018
2995,Yorkshire_and_The_Humber,Male,Married,None,2,Non_Christian,Other,BLACK,2018
2996,North_West,Male,Widowed,Labour,2,Roman_Catholic,English,BLACK,2018
2997,North_West,Female,Not_married,None,2,Roman_Catholic,English,BLACK,2018
2998,South_West,Female,Married,Green_Party,2,No_religion,British,BLACK,2018
2999,South_East,Female,Married,Liberal_Democrat,0,Other_Christian,Other,BLACK,2018
3001,Scotland,Female,Widowed,Scottish_National_Party,2,No_religion,Scottish,BLACK,2018
3002,North_East,Male,Not_married,Conservative,2,Other_Christian,English,BLACK,2018
3003,East_of_England,Male,Married,Conservative,0,No_religion,British,BLACK,2018
3004,London,Female,Separated_after_marrying,Conservative,0,Roman_Catholic,Other,BLACK,2018
3005,East_Midlands,Female,Not_married,Labour,2,Roman_Catholic,British,BLACK,2018
3006,East_of_England,Male,Living_as_married,None,0,No_religion,English,BLACK,2018
3008,Yorkshire_and_The_Humber,Male,Married,Labour,0,No_religion,European,BLACK,2018
3009,London,Female,Separated_after_marrying,None,2,Non_Christian,British,ASIAN,2018
3010,North_West,Male,Married,Labour,2,No_religion,Scottish,BLACK,2018
3011,Wales,Female,Married,Conservative,1,Other_Christian,British,BLACK,2018
3013,London,Male,Not_married,Labour,2,No_religion,British,BLACK,2018
3015,South_East,Female,Married,Labour,0,Other_Christian,British,BLACK,2018
