,Region,Gender,Family,Political,confidence_level,Religon,Nationity,Color,year,AgeGroup,Age,GP_Sources,GP_Sources_Level
2417,South_East,Male,Married,Liberal_Democrat,Against,No_religion,European,BLACK: of other origin,2018,26-45,42,20.383,0
2418,North_West,Male,Not_married,Liberal_Democrat,Neither,No_religion,English,BLACK: of other origin,2018,26-45,33,26.534,1
2419,South_East,Male,Not_married,Labour,Neither,No_religion,Other,BLACK: of other origin,2018,26-45,31,20.383,0
2421,North_West,Female,Not_married,Labour,Neither,Other_Christian,Other,BLACK: of African origin,2018,26-45,33,26.534,1
2422,North_West,Male,Separated_after_marrying,Conservative,For,No_religion,British,BLACK: of other origin,2018,Above65,81,26.534,1
2423,West_Midlands,Female,Not_married,Labour,Against,Other_Christian,British,BLACK: of African origin,2018,46-65,53,22.106,0
2424,London,Female,Not_married,Labour,Against,No_religion,British,BLACK: of other origin,2018,26-45,39,22.149,0
2425,South_East,Female,Married,Conservative,Neither,No_religion,English,BLACK: of other origin,2018,46-65,47,20.383,0
2426,London,Male,Widowed,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,Above65,71,22.149,0
2428,Yorkshire_and_The_Humber,Male,Not_married,None,For,Other_Christian,British,BLACK: of African origin,2018,46-65,52,23.363,1
2429,South_East,Female,Not_married,Labour,Neither,Other_Christian,British,BLACK: of African origin,2018,26-45,36,20.383,0
2430,East_of_England,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,Above65,76,17.699,0
2431,South_West,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,56,17.373,0
2433,North_West,Female,Married,Labour,Against,Non_Christian,British,BLACK: of Caribbean origin,2018,26-45,29,26.534,1
2434,London,Male,Married,Conservative,Neither,No_religion,British,BLACK: of other origin,2018,46-65,56,22.149,0
2436,South_West,Female,Living_as_married,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,30,17.373,0
2437,East_of_England,Female,Widowed,Conservative,Neither,No_religion,European,BLACK: of other origin,2018,Above65,73,17.699,0
2438,East_of_England,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2018,Above65,71,17.699,0
2439,Wales,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,46-65,55,25.188,1
2440,Scotland,Female,Married,Labour,Against,Other_Christian,Other,BLACK: of African origin,2018,26-45,35,25.729,1
2441,Wales,Male,Living_as_married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,46-65,55,25.188,1
2442,South_East,Female,Living_as_married,Conservative,For,No_religion,British,BLACK: of other origin,2018,26-45,41,20.383,0
2443,West_Midlands,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,50,22.106,0
2444,North_West,Male,Married,Labour,For,Other_Christian,English,BLACK: of other origin,2018,Above65,72,26.534,1
2445,London,Female,Widowed,Labour,Against,No_religion,British,BLACK: of other origin,2018,Above65,71,22.149,0
2446,East_of_England,Female,Married,None,Against,Other_Christian,Other,BLACK: of African origin,2018,26-45,43,17.699,0
2447,North_West,Female,Married,Labour,For,Non_Christian,None,BLACK: of African origin,2018,26-45,38,26.534,1
2448,London,Male,Not_married,None,For,Other_Christian,Other,BLACK: of other origin,2018,26-45,36,22.149,0
2449,Scotland,Female,Married,Liberal_Democrat,For,Other_Christian,European,BLACK: of other origin,2018,26-45,42,25.729,1
2450,Yorkshire_and_The_Humber,Female,Living_as_married,None,For,No_religion,English,BLACK: of other origin,2018,46-65,47,23.363,1
2451,South_East,Male,Not_married,Liberal_Democrat,Neither,Other_Christian,British,BLACK: of other origin,2018,46-65,65,20.383,0
2452,East_of_England,Female,Married,Labour,For,Other_Christian,British,BLACK: of Caribbean origin,2018,46-65,47,17.699,0
2453,South_East,Female,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2018,Above65,75,20.383,0
2454,South_East,Male,Separated_after_marrying,Conservative,For,No_religion,British,BLACK: of other origin,2018,46-65,56,20.383,0
2455,East_of_England,Female,Married,Conservative,For,Roman_Catholic,Other,BLACK: of other origin,2018,46-65,49,17.699,0
2456,North_West,Female,Widowed,Conservative,Against,No_religion,English,BLACK: of other origin,2018,Above65,67,26.534,1
2459,North_West,Male,Separated_after_marrying,Labour,Neither,Church_of_England,English,BLACK: of other origin,2018,46-65,63,26.534,1
2460,North_West,Male,Not_married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,46-65,47,26.534,1
2461,North_West,Male,Married,None,For,No_religion,English,BLACK: of other origin,2018,26-45,32,26.534,1
2462,East_Midlands,Male,Separated_after_marrying,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,48,20.295,0
2463,East_Midlands,Male,Married,Liberal_Democrat,For,Other_Christian,British,BLACK: of other origin,2018,Above65,70,20.295,0
2464,South_East,Female,Married,None,Against,No_religion,Other,BLACK: of other origin,2018,46-65,56,20.383,0
2467,East_of_England,Female,Separated_after_marrying,Conservative,Against,No_religion,English,BLACK: of other origin,2018,46-65,57,17.699,0
2468,London,Female,Widowed,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,41,22.149,0
2469,South_East,Female,Widowed,Conservative,Neither,No_religion,English,BLACK: of other origin,2018,Above65,78,20.383,0
2470,South_West,Male,Married,None,Neither,No_religion,Welsh,BLACK: of other origin,2018,26-45,31,17.373,0
2471,North_West,Female,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,26-45,36,26.534,1
2472,Yorkshire_and_The_Humber,Male,Separated_after_marrying,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,65,23.363,1
2476,East_of_England,Male,Not_married,Liberal_Democrat,For,No_religion,English,BLACK: of other origin,2018,26-45,39,17.699,0
2477,London,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,38,22.149,0
2478,West_Midlands,Male,Living_as_married,None,Against,No_religion,Other,BLACK: of other origin,2018,18-25,23,22.106,0
2480,London,Female,Married,Labour,Against,Non_Christian,British,BLACK: of other origin,2018,46-65,61,22.149,0
2484,London,Female,Not_married,None,Against,Non_Christian,British,BLACK: of Caribbean origin,2018,18-25,19,22.149,0
2485,South_East,Female,Married,Labour,For,Roman_Catholic,European,BLACK: of other origin,2018,46-65,50,20.383,0
2486,Wales,Male,Married,Conservative,Against,No_religion,Welsh,BLACK: of other origin,2018,46-65,59,25.188,1
2487,East_of_England,Female,Married,Conservative,Neither,Other_Christian,British,BLACK: of African origin,2018,46-65,49,17.699,0
2488,East_of_England,Female,Separated_after_marrying,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,37,17.699,0
2489,South_West,Female,Widowed,Conservative,For,Church_of_England,Other,BLACK: of other origin,2018,46-65,60,17.373,0
2490,Yorkshire_and_The_Humber,Female,Not_married,Labour,Neither,No_religion,English,BLACK: of other origin,2018,26-45,28,23.363,1
2491,West_Midlands,Male,Married,Conservative,Against,Church_of_England,English,BLACK: of other origin,2018,Above65,75,22.106,0
2492,North_West,Female,Married,Conservative,Against,Roman_Catholic,Scottish,BLACK: of other origin,2018,46-65,62,26.534,1
2493,North_West,Male,Separated_after_marrying,Labour,Neither,No_religion,English,BLACK: of other origin,2018,46-65,61,26.534,1
2494,South_East,Female,Separated_after_marrying,Labour,For,Roman_Catholic,English,BLACK: of other origin,2018,46-65,63,20.383,0
2495,South_West,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,26-45,44,17.373,0
2496,South_East,Female,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2018,Above65,67,20.383,0
2498,South_East,Female,Separated_after_marrying,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,Above65,72,20.383,0
2499,West_Midlands,Male,Married,None,Against,No_religion,English,BLACK: of other origin,2018,26-45,45,22.106,0
2504,North_West,Female,Not_married,Conservative,Against,Other_Christian,English,BLACK: of other origin,2018,Above65,80,26.534,1
2507,Yorkshire_and_The_Humber,Female,Married,Conservative,For,Roman_Catholic,English,BLACK: of other origin,2018,46-65,52,23.363,1
2509,East_of_England,Male,Widowed,Conservative,Neither,Church_of_England,English,BLACK: of other origin,2018,Above65,77,17.699,0
2510,Yorkshire_and_The_Humber,Male,Not_married,Liberal_Democrat,For,Church_of_England,British,BLACK: of other origin,2018,Above65,70,23.363,1
2511,Scotland,Male,Married,Regional_Parties,For,No_religion,European,BLACK: of other origin,2018,26-45,40,25.729,1
2512,Scotland,Female,Married,Labour,For,No_religion,Scottish,BLACK: of other origin,2018,46-65,49,25.729,1
2513,East_Midlands,Male,Married,None,For,No_religion,British,BLACK: of other origin,2018,26-45,35,20.295,0
2514,South_West,Male,Married,Conservative,Against,Church_of_England,Other,BLACK: of other origin,2018,46-65,59,17.373,0
2515,East_Midlands,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,55,20.295,0
2516,North_West,Female,Widowed,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,Above65,81,26.534,1
2517,London,Male,Living_as_married,Conservative,Neither,Other_Christian,English,BLACK: of other origin,2018,46-65,54,22.149,0
2520,London,Female,Married,None,Neither,Other_Christian,British,BLACK: of African origin,2018,26-45,44,22.149,0
2521,Scotland,Female,Living_as_married,Labour,Neither,Roman_Catholic,Scottish,BLACK: of other origin,2018,46-65,48,25.729,1
2522,North_West,Female,Not_married,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,26,26.534,1
2524,London,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,32,22.149,0
2525,Yorkshire_and_The_Humber,Female,Married,Conservative,For,Other_Christian,British,BLACK: of other origin,2018,26-45,32,23.363,1
2526,South_West,Male,Living_as_married,Conservative,Against,No_religion,English,BLACK: of other origin,2018,46-65,56,17.373,0
2529,Scotland,Female,Not_married,Labour,Against,Roman_Catholic,Scottish,BLACK: of other origin,2018,26-45,44,25.729,1
2531,North_West,Male,Married,Labour,For,No_religion,English,BLACK: of other origin,2018,Above65,74,26.534,1
2532,East_of_England,Male,Married,Liberal_Democrat,For,Church_of_England,English,BLACK: of other origin,2018,46-65,62,17.699,0
2533,Scotland,Male,Married,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2018,46-65,57,25.729,1
2535,South_East,Female,Widowed,Conservative,Against,Other_Christian,British,BLACK: of other origin,2018,46-65,55,20.383,0
2536,London,Female,Not_married,Labour,Against,No_religion,European,ASIAN: of Indian origin,2018,46-65,53,22.149,0
2537,East_Midlands,Female,Living_as_married,Conservative,Neither,Other_Christian,British,BLACK: of other origin,2018,26-45,28,20.295,0
2538,Scotland,Female,Widowed,Regional_Parties,For,Other_Christian,Scottish,BLACK: of other origin,2018,Above65,73,25.729,1
2539,South_East,Male,Widowed,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,Above65,75,20.383,0
2540,East_of_England,Female,Not_married,Regional_Parties,Against,No_religion,British,BLACK: of other origin,2018,18-25,20,17.699,0
2541,North_East,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,63,27.062,1
2542,South_East,Female,Living_as_married,Other_Small_Parties,Neither,No_religion,Other,BLACK: of Caribbean origin,2018,18-25,19,20.383,0
2543,East_of_England,Female,Widowed,Labour,For,Church_of_England,British,BLACK: of other origin,2018,Above65,66,17.699,0
2544,North_West,Female,Not_married,None,Against,Church_of_England,English,BLACK: of other origin,2018,26-45,34,26.534,1
2547,South_West,Female,Not_married,Labour,Against,No_religion,European,BLACK: of other origin,2018,Above65,71,17.373,0
2548,North_West,Male,Married,None,Against,No_religion,British,BLACK: of other origin,2018,26-45,37,26.534,1
2549,West_Midlands,Male,Married,Labour,For,No_religion,British,BLACK: of other origin,2018,26-45,44,22.106,0
2551,North_West,Male,Separated_after_marrying,Labour,For,Other_Christian,British,BLACK: of other origin,2018,Above65,70,26.534,1
2552,London,Female,Not_married,Labour,For,Non_Christian,British,BLACK: of African origin,2018,18-25,20,22.149,0
2554,North_West,Female,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,26-45,27,26.534,1
2555,North_West,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,46-65,61,26.534,1
2556,Yorkshire_and_The_Humber,Female,Married,Conservative,Neither,No_religion,English,BLACK: of other origin,2018,26-45,27,23.363,1
2558,East_Midlands,Female,Married,Labour,For,No_religion,British,BLACK: of other origin,2018,46-65,49,20.295,0
2559,South_East,Male,Living_as_married,Conservative,For,Church_of_England,British,BLACK: of other origin,2018,Above65,77,20.383,0
2560,North_East,Female,Living_as_married,Labour,Neither,No_religion,English,BLACK: of other origin,2018,46-65,50,27.062,1
2561,Scotland,Female,Married,Conservative,For,No_religion,Other,ASIAN: of Pakistani origin,2018,26-45,40,25.729,1
2563,East_Midlands,Male,Married,Conservative,For,No_religion,English,BLACK: of other origin,2018,Above65,69,20.295,0
2564,East_of_England,Female,Widowed,None,Against,No_religion,English,BLACK: of other origin,2018,46-65,62,17.699,0
2565,East_Midlands,Male,Married,Conservative,For,Roman_Catholic,Other,BLACK: of other origin,2018,26-45,43,20.295,0
2567,North_West,Male,Separated_after_marrying,None,Against,Church_of_England,English,BLACK: of other origin,2018,46-65,57,26.534,1
2569,London,Female,Separated_after_marrying,Labour,Against,Other_Christian,British,BLACK: of other origin,2018,46-65,62,22.149,0
2571,Yorkshire_and_The_Humber,Female,Separated_after_marrying,None,Against,No_religion,British,BLACK: of other origin,2018,46-65,49,23.363,1
2573,London,Male,Married,Labour,For,Other_Christian,British,BLACK: of other origin,2018,46-65,65,22.149,0
2574,West_Midlands,Female,Married,Labour,Against,No_religion,British,BLACK: of other origin,2018,46-65,56,22.106,0
2575,South_West,Female,Married,Labour,For,Church_of_England,English,BLACK: of other origin,2018,Above65,72,17.373,0
2576,South_East,Female,Not_married,Conservative,For,Non_Christian,None,BLACK: of Caribbean origin,2018,46-65,53,20.383,0
2577,London,Male,Married,Labour,For,Non_Christian,Other,BLACK: of Caribbean origin,2018,46-65,59,22.149,0
2578,North_West,Female,Separated_after_marrying,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,Above65,89,26.534,1
2580,West_Midlands,Male,Married,None,For,Roman_Catholic,Other,BLACK: of other origin,2018,26-45,32,22.106,0
2583,South_West,Male,Married,Conservative,For,Church_of_England,English,BLACK: of other origin,2018,Above65,85,17.373,0
2585,East_Midlands,Female,Not_married,None,Against,Roman_Catholic,English,BLACK: of other origin,2018,26-45,44,20.295,0
2586,Yorkshire_and_The_Humber,Female,Not_married,Labour,For,No_religion,English,BLACK: of other origin,2018,18-25,23,23.363,1
2587,North_East,Male,Married,Conservative,Against,No_religion,British,BLACK: of other origin,2018,Above65,75,27.062,1
2588,South_West,Female,Separated_after_marrying,Liberal_Democrat,For,Church_of_England,British,BLACK: of other origin,2018,Above65,86,17.373,0
2590,South_East,Female,Separated_after_marrying,Conservative,For,Other_Christian,English,BLACK: of other origin,2018,46-65,65,20.383,0
2591,South_West,Male,Married,Conservative,Against,No_religion,English,BLACK: of other origin,2018,Above65,69,17.373,0
2592,South_West,Female,Married,None,Neither,No_religion,British,BLACK: of other origin,2018,26-45,30,17.373,0
2593,North_West,Male,Married,Conservative,For,No_religion,British,BLACK: of other origin,2018,46-65,62,26.534,1
